user_id,age,sex,user_lv_cd,user_reg_tm
239913,26-35ÀÍ,0,4,2011-11-18
239914,26-35ÀÍ,1,5,2011-11-18
239915,26-35ÀÍ,1,5,2009-07-24
239916,36-45ÀÍ,0,3,2011-11-18
239917,26-35ÀÍ,0,4,2011-11-18
239918,46-55ÀÍ,0,5,2011-11-18
239919,46-55ÀÍ,0,5,2009-07-24
239920,36-45ÀÍ,0,5,2009-07-24
239921,36-45ÀÍ,0,4,2011-11-18
239922,26-35ÀÍ,0,5,2009-07-24
239923,26-35ÀÍ,0,5,2011-11-18
239924,26-35ÀÍ,0,5,2011-11-18
239925,26-35ÀÍ,0,5,2009-07-25
239926,26-35ÀÍ,0,5,2009-07-25
239927,26-35ÀÍ,0,5,2011-11-18
239928,26-35ÀÍ,0,5,2011-11-18
239929,36-45ÀÍ,0,4,2011-11-18
239930,26-35ÀÍ,1,5,2009-07-25
239931,26-35ÀÍ,0,5,2011-11-18
239932,26-35ÀÍ,0,4,2011-11-18
239933,36-45ÀÍ,0,4,2008-01-20
239934,26-35ÀÍ,0,5,2011-11-18
239935,16-25ÀÍ,0,4,2011-11-18
239936,36-45ÀÍ,0,5,2011-11-18
239937,56ÀÍ“‘…œ,0,4,2005-10-18
239938,-1,0,4,2011-11-18
239939,16-25ÀÍ,0,3,2011-11-18
239940,26-35ÀÍ,0,5,2011-11-18
239941,26-35ÀÍ,0,4,2011-11-18
239942,36-45ÀÍ,0,5,2011-11-18
239943,36-45ÀÍ,0,5,2008-01-20
239944,26-35ÀÍ,1,4,2011-11-18
239945,26-35ÀÍ,0,4,2011-11-18
239946,36-45ÀÍ,2,4,2009-07-25
239947,36-45ÀÍ,0,5,2011-11-18
239948,26-35ÀÍ,0,5,2008-01-20
239949,36-45ÀÍ,0,4,2011-11-18
239950,36-45ÀÍ,0,4,2011-11-18
239951,-1,0,5,2009-07-25
239952,16-25ÀÍ,0,4,2011-11-19
239953,-1,0,4,2011-11-19
239954,36-45ÀÍ,0,5,2009-07-25
239955,26-35ÀÍ,0,5,2011-11-19
239956,26-35ÀÍ,0,5,2011-11-19
239957,36-45ÀÍ,0,5,2011-11-19
239958,26-35ÀÍ,0,4,2011-11-19
239959,26-35ÀÍ,0,4,2011-11-19
239960,-1,0,3,2011-11-19
239961,26-35ÀÍ,0,5,2011-11-19
239962,36-45ÀÍ,0,5,2011-11-19
239963,56ÀÍ“‘…œ,2,3,2011-11-19
239964,26-35ÀÍ,1,5,2011-11-19
239965,-1,1,3,2011-11-19
239966,26-35ÀÍ,0,4,2011-11-19
239967,26-35ÀÍ,0,5,2011-11-19
239968,36-45ÀÍ,0,4,2014-05-03
239969,26-35ÀÍ,2,5,2011-11-19
239970,26-35ÀÍ,1,3,2011-11-19
239971,26-35ÀÍ,0,3,2011-11-19
239972,26-35ÀÍ,0,4,2011-11-19
239973,26-35ÀÍ,0,4,2009-07-25
239974,26-35ÀÍ,0,5,2009-07-26
239975,56ÀÍ“‘…œ,0,3,2011-11-19
239976,26-35ÀÍ,2,5,2014-05-03
239977,26-35ÀÍ,2,3,2011-11-19
239978,46-55ÀÍ,0,5,2011-11-19
239979,36-45ÀÍ,0,5,2011-11-19
239980,36-45ÀÍ,2,5,2011-11-19
239981,26-35ÀÍ,0,3,2011-11-19
239982,-1,0,5,2009-07-26
239983,16-25ÀÍ,0,5,2011-11-19
239984,26-35ÀÍ,0,5,2009-07-26
239985,56ÀÍ“‘…œ,0,3,2009-07-26
239986,36-45ÀÍ,0,3,2011-11-19
239987,26-35ÀÍ,2,5,2011-11-19
239988,16-25ÀÍ,0,4,2011-11-19
239989,26-35ÀÍ,1,5,2011-11-19
239990,36-45ÀÍ,0,3,2009-07-26
239991,26-35ÀÍ,0,3,2011-11-19
239992,26-35ÀÍ,0,5,2011-11-19
239993,26-35ÀÍ,0,5,2011-11-19
239994,36-45ÀÍ,0,3,2011-11-19
239995,26-35ÀÍ,0,5,2011-11-19
239996,26-35ÀÍ,0,5,2011-11-19
239997,26-35ÀÍ,0,5,2011-11-19
239998,26-35ÀÍ,0,5,2011-11-19
239999,16-25ÀÍ,0,3,2011-11-19
240000,26-35ÀÍ,0,5,2011-11-19
240001,26-35ÀÍ,0,5,2011-11-19
240002,26-35ÀÍ,1,5,2011-11-19
240003,26-35ÀÍ,0,5,2011-11-20
240004,26-35ÀÍ,0,5,2011-11-20
240005,46-55ÀÍ,0,5,2011-11-20
240006,26-35ÀÍ,1,4,2011-11-20
240007,26-35ÀÍ,0,5,2011-11-20
240008,36-45ÀÍ,0,3,2009-07-27
240009,36-45ÀÍ,0,3,2011-11-20
240010,26-35ÀÍ,0,5,2011-11-20
240011,-1,0,5,2011-11-20
240012,36-45ÀÍ,0,5,2011-11-20
240013,46-55ÀÍ,0,5,2009-07-27
240014,-1,1,5,2011-11-20
240015,36-45ÀÍ,0,4,2014-05-03
240016,-1,0,5,2011-11-20
240017,36-45ÀÍ,1,5,2011-11-20
240018,26-35ÀÍ,0,3,2011-11-20
240019,26-35ÀÍ,1,4,2011-11-20
240020,26-35ÀÍ,0,5,2011-11-20
240021,26-35ÀÍ,0,3,2011-11-20
240022,26-35ÀÍ,0,5,2011-11-20
240023,26-35ÀÍ,0,5,2011-11-20
240024,26-35ÀÍ,2,5,2011-11-20
240025,26-35ÀÍ,0,5,2011-11-20
240026,26-35ÀÍ,0,5,2008-01-21
240027,26-35ÀÍ,0,5,2011-11-20
240028,-1,0,4,2011-11-20
240029,26-35ÀÍ,0,5,2009-07-27
240030,36-45ÀÍ,0,4,2011-11-20
240031,36-45ÀÍ,0,4,2011-11-20
240032,36-45ÀÍ,0,5,2008-01-21
240033,46-55ÀÍ,0,5,2011-11-20
240034,26-35ÀÍ,0,5,2011-11-20
240035,36-45ÀÍ,0,5,2011-11-20
240036,26-35ÀÍ,1,5,2011-11-20
240037,26-35ÀÍ,0,5,2009-07-27
240038,36-45ÀÍ,0,3,2011-11-20
240039,36-45ÀÍ,0,4,2011-11-20
240040,26-35ÀÍ,0,4,2011-11-20
240041,26-35ÀÍ,1,5,2011-11-20
240042,26-35ÀÍ,0,4,2011-11-20
240043,36-45ÀÍ,0,5,2009-07-28
240044,26-35ÀÍ,0,5,2011-11-20
240045,26-35ÀÍ,0,4,2011-11-20
240046,46-55ÀÍ,0,5,2009-07-28
240047,36-45ÀÍ,0,4,2009-07-28
240048,26-35ÀÍ,0,4,2011-11-20
240049,36-45ÀÍ,0,3,2011-11-20
240050,16-25ÀÍ,0,5,2011-11-20
240051,26-35ÀÍ,0,5,2011-11-20
240052,26-35ÀÍ,0,4,2011-11-20
240053,36-45ÀÍ,0,4,2011-11-20
240054,26-35ÀÍ,0,5,2011-11-20
240055,26-35ÀÍ,1,5,2009-07-28
240056,26-35ÀÍ,0,4,2011-11-21
240057,26-35ÀÍ,0,5,2011-11-21
240058,-1,0,2,2011-11-21
240059,26-35ÀÍ,0,3,2011-11-21
240060,26-35ÀÍ,0,4,2011-11-21
240061,-1,0,3,2011-11-21
240062,26-35ÀÍ,0,4,2011-11-21
240063,26-35ÀÍ,0,4,2009-07-28
240064,-1,0,4,2011-11-21
240065,26-35ÀÍ,1,5,2011-11-21
240066,36-45ÀÍ,0,3,2009-07-28
240067,26-35ÀÍ,0,5,2011-11-21
240068,26-35ÀÍ,0,4,2011-11-21
240069,16-25ÀÍ,0,5,2011-11-21
240070,26-35ÀÍ,0,5,2009-07-28
240071,26-35ÀÍ,0,4,2011-11-21
240072,26-35ÀÍ,1,5,2011-11-21
240073,26-35ÀÍ,0,5,2011-11-21
240074,26-35ÀÍ,0,4,2011-11-21
240075,26-35ÀÍ,0,5,2011-11-21
240076,56ÀÍ“‘…œ,2,5,2011-11-21
240077,26-35ÀÍ,1,3,2011-11-21
240078,16-25ÀÍ,1,3,2011-11-21
240079,26-35ÀÍ,0,5,2008-01-21
240080,26-35ÀÍ,0,4,2011-11-21
240081,26-35ÀÍ,0,5,2011-11-21
240082,36-45ÀÍ,0,5,2011-11-21
240083,26-35ÀÍ,0,5,2011-11-21
240084,26-35ÀÍ,0,4,2011-11-21
240085,26-35ÀÍ,0,4,2011-11-21
240086,26-35ÀÍ,0,4,2009-07-28
240087,36-45ÀÍ,0,4,2011-11-21
240088,46-55ÀÍ,0,5,2011-11-21
240089,26-35ÀÍ,0,5,2009-07-29
240090,36-45ÀÍ,0,3,2011-11-21
240091,26-35ÀÍ,0,4,2011-11-21
240092,26-35ÀÍ,0,5,2008-01-22
240093,-1,0,2,2011-11-21
240094,-1,0,5,2011-11-21
240095,36-45ÀÍ,2,3,2011-11-21
240096,36-45ÀÍ,0,4,2011-11-21
240097,56ÀÍ“‘…œ,0,4,2011-11-21
240098,16-25ÀÍ,0,5,2011-11-21
240099,26-35ÀÍ,0,4,2011-11-21
240100,26-35ÀÍ,0,5,2011-11-21
240101,26-35ÀÍ,0,5,2009-07-29
240102,26-35ÀÍ,0,4,2011-11-21
240103,26-35ÀÍ,0,5,2011-11-21
240104,26-35ÀÍ,0,5,2011-11-21
240105,26-35ÀÍ,0,4,2011-11-21
240106,36-45ÀÍ,0,5,2011-11-21
240107,26-35ÀÍ,1,5,2011-11-21
240108,36-45ÀÍ,0,4,2009-07-29
240109,36-45ÀÍ,0,5,2011-11-21
240110,16-25ÀÍ,2,4,2011-11-21
240111,36-45ÀÍ,0,5,2011-11-21
240112,26-35ÀÍ,2,5,2011-11-21
240113,26-35ÀÍ,0,5,2011-11-21
240114,36-45ÀÍ,0,3,2014-05-03
240115,26-35ÀÍ,0,5,2009-07-29
240116,36-45ÀÍ,0,5,2009-07-29
240117,26-35ÀÍ,0,5,2011-11-21
240118,26-35ÀÍ,0,4,2011-11-21
240119,26-35ÀÍ,0,4,2011-11-21
240120,26-35ÀÍ,0,5,2011-11-22
240121,26-35ÀÍ,2,5,2011-11-22
240122,26-35ÀÍ,0,4,2011-11-22
240123,26-35ÀÍ,0,4,2011-11-22
240124,26-35ÀÍ,0,5,2011-11-22
240125,26-35ÀÍ,0,5,2009-07-29
240126,36-45ÀÍ,0,4,2011-11-22
240127,26-35ÀÍ,1,5,2011-11-22
240128,26-35ÀÍ,2,3,2011-11-22
240129,26-35ÀÍ,0,4,2011-11-22
240130,26-35ÀÍ,1,4,2011-11-22
240131,16-25ÀÍ,0,4,2011-11-22
240132,26-35ÀÍ,0,5,2009-07-30
240133,16-25ÀÍ,0,5,2011-11-22
240134,26-35ÀÍ,0,5,2011-11-22
240135,26-35ÀÍ,0,3,2011-11-22
240136,26-35ÀÍ,0,4,2011-11-22
240137,36-45ÀÍ,0,5,2011-11-22
240138,-1,0,4,2011-11-22
240139,26-35ÀÍ,0,4,2011-11-22
240140,26-35ÀÍ,0,5,2011-11-22
240141,26-35ÀÍ,0,4,2011-11-22
240142,26-35ÀÍ,0,5,2011-11-22
240143,26-35ÀÍ,0,3,2011-11-22
240144,26-35ÀÍ,0,5,2011-11-22
240145,26-35ÀÍ,1,5,2011-11-22
240146,26-35ÀÍ,0,5,2011-11-22
240147,56ÀÍ“‘…œ,0,5,2011-11-22
240148,26-35ÀÍ,0,4,2011-11-22
240149,26-35ÀÍ,0,5,2011-11-22
240150,26-35ÀÍ,0,5,2011-11-22
240151,36-45ÀÍ,0,4,2011-11-22
240152,36-45ÀÍ,0,5,2011-11-22
240153,16-25ÀÍ,0,5,2011-11-22
240154,26-35ÀÍ,0,4,2011-11-22
240155,26-35ÀÍ,1,4,2011-11-22
240156,36-45ÀÍ,2,5,2011-11-22
240157,26-35ÀÍ,2,4,2011-11-22
240158,36-45ÀÍ,0,5,2011-11-22
240159,36-45ÀÍ,0,5,2009-07-30
240160,36-45ÀÍ,0,5,2011-11-22
240161,26-35ÀÍ,0,4,2011-11-22
240162,36-45ÀÍ,0,5,2011-11-22
240163,36-45ÀÍ,2,3,2011-11-22
240164,36-45ÀÍ,0,5,2011-11-22
240165,36-45ÀÍ,0,5,2011-11-22
240166,26-35ÀÍ,0,4,2011-11-22
240167,56ÀÍ“‘…œ,0,4,2011-11-22
240168,36-45ÀÍ,0,5,2011-11-23
240169,36-45ÀÍ,0,3,2011-11-23
240170,26-35ÀÍ,1,4,2011-11-23
240171,26-35ÀÍ,0,5,2011-11-23
240172,26-35ÀÍ,0,5,2011-11-23
240173,26-35ÀÍ,0,5,2009-07-30
240174,16-25ÀÍ,2,5,2011-11-23
240175,26-35ÀÍ,0,4,2011-11-23
240176,26-35ÀÍ,0,4,2011-11-23
240177,36-45ÀÍ,0,3,2011-11-23
240178,26-35ÀÍ,0,5,2011-11-23
240179,-1,0,3,2011-11-23
240180,36-45ÀÍ,0,4,2011-11-23
240181,16-25ÀÍ,0,3,2011-11-23
240182,26-35ÀÍ,0,5,2009-07-31
240183,46-55ÀÍ,0,5,2011-11-23
240184,36-45ÀÍ,0,3,2011-11-23
240185,26-35ÀÍ,0,5,2011-11-23
240186,-1,0,5,2003-12-21
240187,26-35ÀÍ,0,5,2011-11-23
240188,36-45ÀÍ,0,3,2011-11-23
240189,26-35ÀÍ,0,5,2009-07-31
240190,26-35ÀÍ,0,4,2011-11-23
240191,26-35ÀÍ,0,5,2009-07-31
240192,26-35ÀÍ,0,5,2009-07-31
240193,36-45ÀÍ,0,5,2011-11-23
240194,26-35ÀÍ,0,3,2011-11-23
240195,26-35ÀÍ,0,5,2009-07-31
240196,26-35ÀÍ,2,4,2014-05-03
240197,26-35ÀÍ,1,4,2011-11-23
240198,26-35ÀÍ,0,4,2011-11-23
240199,26-35ÀÍ,0,5,2011-11-23
240200,36-45ÀÍ,0,4,2011-11-23
240201,-1,0,5,2011-11-23
240202,56ÀÍ“‘…œ,0,3,2011-11-23
240203,36-45ÀÍ,0,5,2011-11-23
240204,26-35ÀÍ,0,5,2011-11-23
240205,36-45ÀÍ,0,2,2011-11-23
240206,26-35ÀÍ,0,4,2011-11-23
240207,36-45ÀÍ,0,5,2008-01-23
240208,-1,0,4,2009-07-31
240209,26-35ÀÍ,0,5,2011-11-23
240210,36-45ÀÍ,0,3,2011-11-23
240211,26-35ÀÍ,2,3,2011-11-23
240212,36-45ÀÍ,0,5,2009-07-31
240213,36-45ÀÍ,0,5,2009-07-31
240214,26-35ÀÍ,0,4,2011-11-23
240215,26-35ÀÍ,2,5,2011-11-23
240216,46-55ÀÍ,0,5,2011-11-23
240217,26-35ÀÍ,0,5,2011-11-23
240218,36-45ÀÍ,0,4,2011-11-23
240219,26-35ÀÍ,0,5,2009-07-31
240220,26-35ÀÍ,0,4,2011-11-23
240221,36-45ÀÍ,0,4,2011-11-23
240222,26-35ÀÍ,0,5,2011-11-23
240223,26-35ÀÍ,0,4,2011-11-23
240224,26-35ÀÍ,0,3,2011-11-23
240225,26-35ÀÍ,0,5,2011-11-23
240226,36-45ÀÍ,0,5,2008-01-23
240227,26-35ÀÍ,0,5,2011-11-23
240228,26-35ÀÍ,0,4,2011-11-23
240229,26-35ÀÍ,1,4,2011-11-23
240230,36-45ÀÍ,0,4,2011-11-23
240231,26-35ÀÍ,0,5,2011-11-23
240232,26-35ÀÍ,1,5,2011-11-23
240233,26-35ÀÍ,0,4,2011-11-23
240234,26-35ÀÍ,0,4,2011-11-23
240235,26-35ÀÍ,0,4,2011-11-23
240236,36-45ÀÍ,0,5,2009-07-31
240237,26-35ÀÍ,1,4,2009-08-01
240238,16-25ÀÍ,0,3,2011-11-24
240239,26-35ÀÍ,0,4,2011-11-24
240240,36-45ÀÍ,0,5,2011-11-24
240241,26-35ÀÍ,0,4,2011-11-24
240242,26-35ÀÍ,0,5,2011-11-24
240243,26-35ÀÍ,1,5,2011-11-24
240244,36-45ÀÍ,0,5,2011-11-24
240245,36-45ÀÍ,0,5,2009-08-01
240246,-1,0,4,2011-11-24
240247,36-45ÀÍ,0,5,2011-11-24
240248,36-45ÀÍ,0,4,2011-11-24
240249,26-35ÀÍ,0,5,2011-11-24
240250,26-35ÀÍ,0,3,2011-11-24
240251,36-45ÀÍ,0,4,2011-11-24
240252,26-35ÀÍ,0,4,2009-08-01
240253,-1,0,5,2011-11-24
240254,36-45ÀÍ,0,4,2011-11-24
240255,16-25ÀÍ,0,5,2011-11-24
240256,36-45ÀÍ,0,5,2011-11-24
240257,26-35ÀÍ,0,4,2011-11-24
240258,-1,0,5,2011-11-24
240259,36-45ÀÍ,0,5,2011-11-24
240260,26-35ÀÍ,0,3,2011-11-24
240261,26-35ÀÍ,0,4,2011-11-24
240262,16-25ÀÍ,0,5,2011-11-24
240263,26-35ÀÍ,0,5,2011-11-24
240264,36-45ÀÍ,0,5,2011-11-24
240265,26-35ÀÍ,0,5,2011-11-24
240266,26-35ÀÍ,0,5,2009-08-01
240267,36-45ÀÍ,0,4,2009-08-01
240268,36-45ÀÍ,0,5,2009-08-01
240269,26-35ÀÍ,0,5,2011-11-24
240270,36-45ÀÍ,0,5,2008-01-23
240271,36-45ÀÍ,0,5,2011-11-24
240272,26-35ÀÍ,0,5,2011-11-24
240273,26-35ÀÍ,0,5,2009-08-01
240274,26-35ÀÍ,0,5,2011-11-24
240275,26-35ÀÍ,0,4,2009-08-02
240276,46-55ÀÍ,0,5,2011-11-24
240277,26-35ÀÍ,0,5,2011-11-24
240278,36-45ÀÍ,0,4,2011-11-24
240279,26-35ÀÍ,0,5,2011-11-24
240280,36-45ÀÍ,0,5,2009-08-02
240281,56ÀÍ“‘…œ,0,5,2011-11-24
240282,26-35ÀÍ,0,4,2009-08-02
240283,26-35ÀÍ,0,5,2009-08-02
240284,26-35ÀÍ,0,3,2011-11-24
240285,26-35ÀÍ,0,4,2011-11-24
240286,26-35ÀÍ,0,5,2011-11-24
240287,46-55ÀÍ,0,5,2011-11-24
240288,26-35ÀÍ,0,5,2009-08-02
240289,26-35ÀÍ,0,5,2011-11-24
240290,26-35ÀÍ,0,5,2011-11-24
240291,-1,0,3,2011-11-24
240292,36-45ÀÍ,0,5,2011-11-25
240293,16-25ÀÍ,0,4,2011-11-25
240294,26-35ÀÍ,0,5,2011-11-25
240295,26-35ÀÍ,0,4,2008-01-23
240296,36-45ÀÍ,0,2,2011-11-25
240297,26-35ÀÍ,0,5,2011-11-25
240298,26-35ÀÍ,0,4,2011-11-25
240299,26-35ÀÍ,0,5,2011-11-25
240300,26-35ÀÍ,1,4,2011-11-25
240301,26-35ÀÍ,2,5,2011-11-25
240302,36-45ÀÍ,0,4,2011-11-25
240303,26-35ÀÍ,0,5,2011-11-25
240304,36-45ÀÍ,0,5,2011-11-25
240305,26-35ÀÍ,1,4,2011-11-25
240306,26-35ÀÍ,0,5,2011-11-25
240307,26-35ÀÍ,0,5,2011-11-25
240308,36-45ÀÍ,0,2,2011-11-25
240309,26-35ÀÍ,0,5,2009-08-02
240310,36-45ÀÍ,0,5,2011-11-25
240311,16-25ÀÍ,0,4,2009-08-02
240312,-1,1,4,2011-11-25
240313,-1,0,4,2011-11-25
240314,26-35ÀÍ,0,5,2009-08-03
240315,26-35ÀÍ,0,5,2011-11-25
240316,36-45ÀÍ,0,5,2011-11-25
240317,36-45ÀÍ,0,3,2011-11-25
240318,26-35ÀÍ,0,5,2011-11-25
240319,36-45ÀÍ,0,5,2011-11-25
240320,26-35ÀÍ,0,5,2011-11-25
240321,36-45ÀÍ,0,5,2009-08-03
240322,26-35ÀÍ,0,4,2011-11-25
240323,16-25ÀÍ,1,3,2011-11-25
240324,26-35ÀÍ,0,5,2011-11-25
240325,36-45ÀÍ,0,4,2011-11-25
240326,26-35ÀÍ,0,5,2011-11-25
240327,26-35ÀÍ,0,5,2011-11-25
240328,36-45ÀÍ,0,5,2011-11-25
240329,-1,0,5,2011-11-25
240330,46-55ÀÍ,0,5,2011-11-25
240331,36-45ÀÍ,0,5,2009-08-03
240332,26-35ÀÍ,1,4,2009-08-03
240333,36-45ÀÍ,0,4,2011-11-25
240334,26-35ÀÍ,0,5,2009-08-03
240335,46-55ÀÍ,0,5,2009-08-03
240336,26-35ÀÍ,2,4,2011-11-25
240337,26-35ÀÍ,0,5,2011-11-25
240338,26-35ÀÍ,0,4,2011-11-25
240339,26-35ÀÍ,0,4,2011-11-25
240340,36-45ÀÍ,0,5,2009-08-03
240341,26-35ÀÍ,0,5,2011-11-25
240342,26-35ÀÍ,1,5,2011-11-25
240343,26-35ÀÍ,0,4,2011-11-25
240344,26-35ÀÍ,0,5,2011-11-25
240345,36-45ÀÍ,2,4,2011-11-25
240346,26-35ÀÍ,0,5,2011-11-26
240347,26-35ÀÍ,0,5,2011-11-26
240348,26-35ÀÍ,0,3,2011-11-26
240349,26-35ÀÍ,1,5,2011-11-26
240350,26-35ÀÍ,0,5,2009-08-03
240351,-1,0,5,2011-11-26
240352,36-45ÀÍ,0,5,2011-11-26
240353,-1,0,4,2009-08-03
240354,16-25ÀÍ,0,4,2011-11-26
240355,26-35ÀÍ,0,5,2011-11-26
240356,46-55ÀÍ,0,5,2011-11-26
240357,-1,0,5,2008-01-24
240358,26-35ÀÍ,0,5,2009-08-04
240359,26-35ÀÍ,0,5,2009-08-04
240360,36-45ÀÍ,0,5,2011-11-26
240361,36-45ÀÍ,1,5,2011-11-26
240362,16-25ÀÍ,0,5,2011-11-26
240363,36-45ÀÍ,0,5,2011-11-26
240364,36-45ÀÍ,0,4,2011-11-26
240365,36-45ÀÍ,0,4,2011-11-26
240366,26-35ÀÍ,0,4,2011-11-26
240367,26-35ÀÍ,1,5,2011-11-26
240368,26-35ÀÍ,0,5,2011-11-26
240369,26-35ÀÍ,1,4,2011-11-26
240370,36-45ÀÍ,0,4,2011-11-26
240371,26-35ÀÍ,0,5,2011-11-26
240372,26-35ÀÍ,0,5,2008-01-24
240373,36-45ÀÍ,0,5,2011-11-26
240374,46-55ÀÍ,1,3,2011-11-26
240375,56ÀÍ“‘…œ,0,4,2011-11-26
240376,26-35ÀÍ,0,3,2011-11-26
240377,36-45ÀÍ,0,5,2011-11-26
240378,56ÀÍ“‘…œ,0,5,2011-11-26
240379,26-35ÀÍ,0,4,2009-08-04
240380,26-35ÀÍ,1,5,2011-11-26
240381,26-35ÀÍ,0,5,2011-11-26
240382,26-35ÀÍ,0,4,2011-11-26
240383,26-35ÀÍ,0,5,2011-11-26
240384,36-45ÀÍ,0,3,2011-11-26
240385,36-45ÀÍ,0,4,2011-11-26
240386,16-25ÀÍ,0,5,2011-11-26
240387,26-35ÀÍ,0,4,2009-08-04
240388,36-45ÀÍ,0,4,2011-11-26
240389,26-35ÀÍ,0,5,2011-11-26
240390,26-35ÀÍ,0,4,2011-11-26
240391,26-35ÀÍ,0,5,2011-11-26
240392,46-55ÀÍ,0,4,2011-11-26
240393,26-35ÀÍ,0,5,2009-08-04
240394,26-35ÀÍ,0,4,2011-11-26
240395,36-45ÀÍ,0,5,2011-11-26
240396,26-35ÀÍ,0,4,2009-08-04
240397,26-35ÀÍ,1,5,2011-11-26
240398,36-45ÀÍ,0,5,2011-11-26
240399,56ÀÍ“‘…œ,0,4,2011-11-26
240400,36-45ÀÍ,0,5,2011-11-26
240401,26-35ÀÍ,0,4,2009-08-04
240402,36-45ÀÍ,0,5,2011-11-26
240403,56ÀÍ“‘…œ,0,5,2011-11-26
240404,26-35ÀÍ,2,4,2011-11-27
240405,26-35ÀÍ,0,5,2008-01-24
240406,36-45ÀÍ,0,5,2011-11-27
240407,26-35ÀÍ,0,4,2011-11-27
240408,26-35ÀÍ,0,3,2011-11-27
240409,36-45ÀÍ,0,5,2011-11-27
240410,36-45ÀÍ,0,4,2011-11-27
240411,36-45ÀÍ,0,4,2011-11-27
240412,26-35ÀÍ,1,5,2011-11-27
240413,26-35ÀÍ,0,4,2011-11-27
240414,26-35ÀÍ,0,5,2009-08-05
240415,26-35ÀÍ,0,5,2011-11-27
240416,36-45ÀÍ,0,5,2009-08-05
240417,26-35ÀÍ,0,5,2011-11-27
240418,36-45ÀÍ,1,4,2011-11-27
240419,36-45ÀÍ,0,4,2011-11-27
240420,26-35ÀÍ,0,4,2011-11-27
240421,16-25ÀÍ,0,4,2011-11-27
240422,16-25ÀÍ,0,4,2011-11-27
240423,36-45ÀÍ,0,5,2011-11-27
240424,26-35ÀÍ,0,5,2011-11-27
240425,26-35ÀÍ,0,5,2011-11-27
240426,36-45ÀÍ,0,5,2009-08-05
240427,36-45ÀÍ,0,5,2011-11-27
240428,26-35ÀÍ,2,5,2011-11-27
240429,26-35ÀÍ,0,5,2011-11-27
240430,26-35ÀÍ,0,3,2011-11-27
240431,36-45ÀÍ,0,5,2011-11-27
240432,26-35ÀÍ,0,4,2011-11-27
240433,36-45ÀÍ,0,5,2008-01-25
240434,36-45ÀÍ,0,4,2009-08-05
240435,26-35ÀÍ,0,5,2011-11-27
240436,36-45ÀÍ,0,5,2011-11-27
240437,26-35ÀÍ,1,5,2011-11-27
240438,36-45ÀÍ,0,5,2011-11-27
240439,26-35ÀÍ,0,4,2011-11-27
240440,36-45ÀÍ,0,4,2011-11-27
240441,26-35ÀÍ,0,5,2011-11-27
240442,26-35ÀÍ,2,5,2011-11-27
240443,26-35ÀÍ,0,5,2009-08-05
240444,26-35ÀÍ,0,5,2011-11-27
240445,26-35ÀÍ,0,5,2008-01-25
240446,26-35ÀÍ,0,5,2011-11-27
240447,26-35ÀÍ,0,3,2011-11-27
240448,36-45ÀÍ,0,4,2011-11-27
240449,26-35ÀÍ,1,5,2008-01-25
240450,36-45ÀÍ,0,4,2011-11-27
240451,26-35ÀÍ,0,5,2009-08-05
240452,26-35ÀÍ,2,3,2011-11-27
240453,26-35ÀÍ,0,5,2011-11-28
240454,26-35ÀÍ,0,4,2011-11-28
240455,26-35ÀÍ,0,5,2011-11-28
240456,46-55ÀÍ,0,5,2011-11-28
240457,26-35ÀÍ,0,3,2011-11-28
240458,-1,0,5,2011-11-28
240459,36-45ÀÍ,0,5,2011-11-28
240460,46-55ÀÍ,0,4,2011-11-28
240461,36-45ÀÍ,0,4,2011-11-28
240462,26-35ÀÍ,0,4,2011-11-28
240463,26-35ÀÍ,0,5,2009-08-06
240464,46-55ÀÍ,0,5,2011-11-28
240465,56ÀÍ“‘…œ,0,5,2009-08-06
240466,-1,0,4,2011-11-28
240467,26-35ÀÍ,0,5,2011-11-28
240468,26-35ÀÍ,0,4,2011-11-28
240469,26-35ÀÍ,0,5,2011-11-28
240470,26-35ÀÍ,1,5,2011-11-28
240471,26-35ÀÍ,0,5,2009-08-06
240472,26-35ÀÍ,0,5,2011-11-28
240473,56ÀÍ“‘…œ,0,4,2009-08-06
240474,-1,1,4,2011-11-28
240475,26-35ÀÍ,0,5,2011-11-28
240476,56ÀÍ“‘…œ,1,5,2011-11-28
240477,26-35ÀÍ,0,5,2011-11-28
240478,46-55ÀÍ,0,3,2011-11-28
240479,26-35ÀÍ,0,5,2011-11-28
240480,26-35ÀÍ,0,4,2011-11-28
240481,-1,0,5,2011-11-28
240482,36-45ÀÍ,0,5,2011-11-28
240483,36-45ÀÍ,0,4,2011-11-28
240484,26-35ÀÍ,1,5,2011-11-28
240485,26-35ÀÍ,0,5,2011-11-28
240486,36-45ÀÍ,0,4,2011-11-28
240487,26-35ÀÍ,2,3,2011-11-28
240488,26-35ÀÍ,0,5,2009-08-07
240489,26-35ÀÍ,0,5,2011-11-28
240490,36-45ÀÍ,0,5,2009-08-07
240491,26-35ÀÍ,0,4,2011-11-28
240492,26-35ÀÍ,0,3,2011-11-28
240493,26-35ÀÍ,1,4,2011-11-28
240494,26-35ÀÍ,0,5,2011-11-28
240495,26-35ÀÍ,0,5,2011-11-28
240496,36-45ÀÍ,0,5,2011-11-28
240497,26-35ÀÍ,0,4,2011-11-28
240498,26-35ÀÍ,0,5,2011-11-28
240499,26-35ÀÍ,0,5,2011-11-28
240500,56ÀÍ“‘…œ,1,5,2011-11-28
240501,46-55ÀÍ,0,5,2011-11-29
